Year,Month,Company,Product,Customer Category,Customer,MJPRDesc,Region,Product Detail,No. of People,SalesOffice,Sales Channel,Price,Regional Manager,Sales Head
2021,April,BGSW,Software,Basic,TCS,Maintenance,North,Services,9,Hyderabad,Internal,1451.38,Priya Singh,Manoj Verma
2022,January,BGSW,Services,Basic,Google,Support,West,Consulting,6,Hyderabad,Internal,3141.66,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Consulting,Basic,Amazon,Upgrade,West,Support,7,Kolkata,Internal,4057.24,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Support,Premium,Microsoft,Upgrade,South,Consulting,2,Delhi,External,4860.14,Anil Kumar,Ravi Shankar
2021,June,BGSW,Support,Standard,BBG,Workpacket,East,Support,9,Mumbai,External,1335.82,Meena Das,Sourav Roy
2021,May,BGSW,Support,Premium,Wipro,Support,West,Services,5,Bangalore,External,3702.55,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Support,Standard,Microsoft,Support,North,Services,5,Mumbai,External,3926.06,Priya Singh,Manoj Verma
2021,January,BGSW,Consulting,Standard,BBG,Upgrade,South,Services,1,Hyderabad,External,2993.99,Anil Kumar,Ravi Shankar
2022,January,BGSW,Support,Standard,BBG,Support,East,Consulting,10,Chennai,Internal,3583.92,Meena Das,Sourav Roy
2021,March,BGSW,Support,Standard,BBG,Workpacket,North,Services,3,Mumbai,External,2394.96,Priya Singh,Manoj Verma
2021,March,BGSW,Support,Premium,Wipro,Upgrade,West,Consulting,8,Hyderabad,Internal,1870.96,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Software,Standard,BBG,Maintenance,West,Software,10,Bangalore,External,1942.99,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Consulting,Standard,Google,Maintenance,North,Software,10,Bangalore,External,2192.25,Priya Singh,Manoj Verma
2022,January,BGSW,Consulting,Basic,Infosys,Workpacket,West,Services,8,Kolkata,Internal,2473.05,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Basic,BBG,Workpacket,East,Support,4,Delhi,Internal,3718.56,Meena Das,Sourav Roy
2021,April,BGSW,Software,Basic,BBG,Upgrade,West,Services,6,Kolkata,Internal,992.16,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Support,Premium,Wipro,Support,North,Software,6,Mumbai,Internal,547.46,Priya Singh,Manoj Verma
2021,May,BGSW,Consulting,Standard,Google,Upgrade,East,Software,10,Kolkata,Internal,2052.35,Meena Das,Sourav Roy
2022,January,BGSW,Support,Standard,Microsoft,Support,South,Consulting,6,Delhi,External,2549.0,Anil Kumar,Ravi Shankar
2023,April,BGSW,Support,Standard,Microsoft,Upgrade,North,Software,6,Hyderabad,External,701.07,Priya Singh,Manoj Verma
2021,March,BGSW,Services,Basic,TCS,Workpacket,South,Consulting,9,Bangalore,Internal,1989.45,Anil Kumar,Ravi Shankar
2022,February,BGSW,Software,Basic,Amazon,Workpacket,West,Software,7,Hyderabad,Internal,2523.09,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Consulting,Premium,Google,Support,West,Services,9,Bangalore,External,1966.93,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Software,Basic,Wipro,Maintenance,West,Software,10,Mumbai,Internal,2065.66,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Support,Basic,Infosys,Support,West,Consulting,6,Hyderabad,Internal,1874.21,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Consulting,Basic,BBG,Upgrade,North,Consulting,10,Mumbai,External,1335.89,Priya Singh,Manoj Verma
2023,February,BGSW,Software,Standard,Amazon,Workpacket,North,Support,8,Chennai,Internal,4394.85,Priya Singh,Manoj Verma
2022,February,BGSW,Consulting,Standard,Infosys,Upgrade,South,Software,8,Mumbai,External,2699.15,Anil Kumar,Ravi Shankar
2023,January,BGSW,Consulting,Standard,Microsoft,Maintenance,South,Consulting,9,Delhi,Internal,4013.33,Anil Kumar,Ravi Shankar
2023,May,BGSW,Services,Basic,Microsoft,Maintenance,West,Support,9,Hyderabad,External,2958.59,Vikram Joshi,Neha Kapoor
2021,June,BGSW,Consulting,Standard,TCS,Support,West,Software,5,Delhi,Internal,2475.81,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Support,Basic,Infosys,Upgrade,South,Consulting,10,Bangalore,Internal,4160.88,Anil Kumar,Ravi Shankar
2023,March,BGSW,Support,Basic,Infosys,Workpacket,South,Support,5,Delhi,External,4785.79,Anil Kumar,Ravi Shankar
2021,April,BGSW,Services,Standard,TCS,Workpacket,South,Consulting,4,Bangalore,External,4228.17,Anil Kumar,Ravi Shankar
2022,February,BGSW,Support,Basic,BBG,Upgrade,West,Software,2,Kolkata,Internal,2312.83,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Software,Standard,Google,Support,East,Services,8,Kolkata,External,4325.48,Meena Das,Sourav Roy
2021,April,BGSW,Consulting,Standard,Google,Maintenance,West,Support,6,Chennai,Internal,3047.64,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Services,Premium,Microsoft,Upgrade,West,Services,2,Bangalore,External,2554.33,Vikram Joshi,Neha Kapoor
2021,June,BGSW,Consulting,Basic,Google,Workpacket,West,Support,2,Kolkata,External,1626.75,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Consulting,Premium,BBG,Maintenance,East,Consulting,7,Kolkata,Internal,3666.64,Meena Das,Sourav Roy
2021,April,BGSW,Services,Premium,Infosys,Workpacket,South,Software,1,Hyderabad,External,4176.99,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Premium,Amazon,Upgrade,West,Services,2,Hyderabad,External,2154.03,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Consulting,Basic,Wipro,Workpacket,East,Services,9,Chennai,Internal,3246.44,Meena Das,Sourav Roy
2022,March,BGSW,Consulting,Basic,Wipro,Workpacket,North,Software,10,Kolkata,External,4369.83,Priya Singh,Manoj Verma
2021,February,BGSW,Services,Basic,Wipro,Upgrade,South,Support,7,Delhi,Internal,1615.04,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Basic,Microsoft,Maintenance,South,Consulting,9,Chennai,Internal,3865.3,Anil Kumar,Ravi Shankar
2023,January,BGSW,Consulting,Standard,BBG,Support,East,Consulting,8,Kolkata,Internal,2877.29,Meena Das,Sourav Roy
2022,March,BGSW,Consulting,Standard,TCS,Upgrade,South,Support,9,Kolkata,Internal,3932.27,Anil Kumar,Ravi Shankar
2021,May,BGSW,Services,Premium,Google,Workpacket,South,Services,1,Mumbai,External,3328.57,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Premium,Wipro,Workpacket,West,Support,2,Delhi,Internal,2800.87,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Support,Standard,Infosys,Support,North,Support,7,Kolkata,Internal,760.58,Priya Singh,Manoj Verma
2022,January,BGSW,Software,Basic,Infosys,Support,South,Support,3,Hyderabad,Internal,3685.55,Anil Kumar,Ravi Shankar
2021,April,BGSW,Support,Basic,Infosys,Maintenance,South,Consulting,6,Bangalore,External,3798.21,Anil Kumar,Ravi Shankar
2021,March,BGSW,Software,Standard,Infosys,Support,South,Support,10,Kolkata,Internal,2732.66,Anil Kumar,Ravi Shankar
2021,April,BGSW,Consulting,Standard,Amazon,Maintenance,East,Services,10,Kolkata,Internal,1527.82,Meena Das,Sourav Roy
2021,January,BGSW,Consulting,Premium,BBG,Maintenance,South,Software,3,Bangalore,Internal,2987.89,Anil Kumar,Ravi Shankar
2021,March,BGSW,Consulting,Standard,Wipro,Maintenance,West,Support,2,Chennai,External,1037.3,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Services,Standard,Microsoft,Upgrade,South,Support,5,Delhi,Internal,2988.91,Anil Kumar,Ravi Shankar
2022,February,BGSW,Support,Basic,TCS,Maintenance,South,Consulting,8,Delhi,External,4990.04,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Premium,Microsoft,Upgrade,North,Services,4,Chennai,External,3361.74,Priya Singh,Manoj Verma
2022,January,BGSW,Software,Basic,Wipro,Maintenance,South,Services,4,Chennai,Internal,2389.17,Anil Kumar,Ravi Shankar
2021,June,BGSW,Support,Premium,Microsoft,Workpacket,South,Software,6,Mumbai,Internal,3113.47,Anil Kumar,Ravi Shankar
2023,April,BGSW,Services,Basic,Infosys,Support,North,Software,3,Bangalore,External,1674.46,Priya Singh,Manoj Verma
2022,June,BGSW,Support,Standard,BBG,Maintenance,East,Consulting,2,Bangalore,Internal,4009.72,Meena Das,Sourav Roy
2021,January,BGSW,Consulting,Standard,BBG,Maintenance,South,Software,2,Chennai,External,4840.86,Anil Kumar,Ravi Shankar
2022,March,BGSW,Software,Standard,TCS,Support,North,Services,3,Kolkata,External,4218.74,Priya Singh,Manoj Verma
2021,March,BGSW,Consulting,Premium,Wipro,Workpacket,South,Support,7,Chennai,Internal,3547.33,Anil Kumar,Ravi Shankar
2021,January,BGSW,Software,Standard,Infosys,Workpacket,East,Services,8,Hyderabad,Internal,1046.54,Meena Das,Sourav Roy
2021,February,BGSW,Consulting,Standard,Google,Support,South,Support,2,Hyderabad,Internal,1389.88,Anil Kumar,Ravi Shankar
2021,January,BGSW,Support,Premium,Microsoft,Upgrade,West,Services,3,Chennai,External,4197.58,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Software,Basic,BBG,Workpacket,West,Support,4,Bangalore,External,1759.35,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Consulting,Basic,Google,Upgrade,North,Software,9,Mumbai,Internal,894.75,Priya Singh,Manoj Verma
2021,April,BGSW,Consulting,Basic,TCS,Workpacket,West,Services,7,Kolkata,External,2658.58,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Support,Standard,Google,Workpacket,West,Services,6,Chennai,Internal,631.87,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Support,Basic,Amazon,Workpacket,East,Services,4,Kolkata,Internal,1699.37,Meena Das,Sourav Roy
2021,May,BGSW,Software,Standard,TCS,Workpacket,South,Consulting,4,Chennai,External,4127.95,Anil Kumar,Ravi Shankar
2023,January,BGSW,Support,Basic,Infosys,Workpacket,East,Consulting,8,Chennai,External,1290.01,Meena Das,Sourav Roy
2021,January,BGSW,Consulting,Basic,Amazon,Support,South,Software,1,Delhi,Internal,4129.0,Anil Kumar,Ravi Shankar
2023,February,BGSW,Support,Premium,Microsoft,Workpacket,East,Consulting,2,Chennai,External,4822.51,Meena Das,Sourav Roy
2023,June,BGSW,Software,Basic,Microsoft,Maintenance,East,Support,6,Bangalore,Internal,3795.58,Meena Das,Sourav Roy
2023,April,BGSW,Support,Premium,Wipro,Maintenance,West,Consulting,10,Bangalore,External,1880.7,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Services,Basic,Infosys,Upgrade,East,Services,3,Chennai,External,4644.67,Meena Das,Sourav Roy
2023,May,BGSW,Services,Standard,Amazon,Maintenance,North,Services,4,Delhi,External,1255.49,Priya Singh,Manoj Verma
2023,June,BGSW,Support,Standard,Microsoft,Maintenance,South,Consulting,4,Kolkata,Internal,2077.17,Anil Kumar,Ravi Shankar
2023,January,BGSW,Services,Standard,BBG,Upgrade,South,Consulting,7,Mumbai,External,2080.54,Anil Kumar,Ravi Shankar
2021,April,BGSW,Consulting,Premium,BBG,Support,West,Services,5,Hyderabad,External,1675.07,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Consulting,Standard,Amazon,Support,South,Services,6,Chennai,External,3670.27,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Premium,Microsoft,Support,West,Support,4,Bangalore,External,3637.39,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Premium,Microsoft,Support,East,Software,10,Chennai,External,1191.15,Meena Das,Sourav Roy
2021,April,BGSW,Services,Standard,TCS,Upgrade,East,Consulting,2,Hyderabad,Internal,1268.74,Meena Das,Sourav Roy
2021,April,BGSW,Services,Standard,TCS,Upgrade,East,Software,8,Kolkata,External,910.12,Meena Das,Sourav Roy
2021,March,BGSW,Software,Standard,Amazon,Upgrade,West,Services,5,Mumbai,External,1685.3,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Consulting,Basic,Wipro,Support,East,Services,6,Chennai,External,4868.17,Meena Das,Sourav Roy
2023,January,BGSW,Software,Basic,BBG,Upgrade,North,Consulting,8,Delhi,Internal,2276.62,Priya Singh,Manoj Verma
2023,May,BGSW,Consulting,Premium,TCS,Upgrade,South,Consulting,3,Bangalore,Internal,1067.84,Anil Kumar,Ravi Shankar
2021,June,BGSW,Software,Premium,TCS,Workpacket,West,Support,6,Kolkata,Internal,891.62,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Basic,BBG,Support,West,Software,2,Mumbai,Internal,1166.9,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Services,Standard,TCS,Maintenance,South,Software,5,Mumbai,External,3074.1,Anil Kumar,Ravi Shankar
2021,February,BGSW,Support,Standard,Amazon,Upgrade,West,Services,7,Delhi,Internal,721.81,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Services,Standard,TCS,Maintenance,West,Support,5,Mumbai,Internal,4876.23,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Software,Standard,Google,Upgrade,North,Services,4,Mumbai,Internal,4610.45,Priya Singh,Manoj Verma
2023,April,BGSW,Support,Premium,Infosys,Workpacket,West,Services,5,Kolkata,External,1110.42,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Consulting,Premium,Amazon,Support,South,Software,1,Delhi,Internal,1732.9,Anil Kumar,Ravi Shankar
2023,April,BGSW,Services,Basic,Microsoft,Workpacket,West,Support,8,Chennai,External,1299.13,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Support,Standard,Amazon,Maintenance,West,Services,5,Hyderabad,External,723.43,Vikram Joshi,Neha Kapoor
2021,June,BGSW,Consulting,Basic,Amazon,Maintenance,North,Software,9,Hyderabad,Internal,2633.44,Priya Singh,Manoj Verma
2023,February,BGSW,Services,Premium,Google,Maintenance,North,Support,7,Mumbai,External,2565.49,Priya Singh,Manoj Verma
2022,March,BGSW,Software,Basic,Microsoft,Support,North,Support,9,Kolkata,External,1843.14,Priya Singh,Manoj Verma
2022,January,BGSW,Support,Standard,Wipro,Maintenance,South,Support,5,Kolkata,External,1347.62,Anil Kumar,Ravi Shankar
2021,May,BGSW,Software,Basic,Google,Workpacket,North,Services,8,Delhi,External,4581.1,Priya Singh,Manoj Verma
2022,June,BGSW,Services,Basic,Wipro,Workpacket,West,Support,4,Kolkata,External,4579.37,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Consulting,Basic,Infosys,Workpacket,East,Support,2,Mumbai,Internal,3834.14,Meena Das,Sourav Roy
2023,March,BGSW,Services,Premium,Google,Workpacket,North,Support,7,Delhi,External,1672.52,Priya Singh,Manoj Verma
2022,January,BGSW,Software,Premium,TCS,Support,East,Software,4,Chennai,Internal,4403.74,Meena Das,Sourav Roy
2023,March,BGSW,Software,Premium,TCS,Workpacket,West,Consulting,4,Delhi,External,4942.36,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Consulting,Premium,BBG,Maintenance,West,Consulting,6,Kolkata,Internal,521.21,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Consulting,Standard,TCS,Support,East,Consulting,10,Mumbai,External,2315.27,Meena Das,Sourav Roy
2022,January,BGSW,Services,Basic,Amazon,Maintenance,West,Services,6,Chennai,Internal,580.62,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Consulting,Premium,Wipro,Maintenance,South,Support,3,Hyderabad,External,2765.01,Anil Kumar,Ravi Shankar
2021,January,BGSW,Services,Standard,Google,Upgrade,East,Support,7,Kolkata,Internal,2042.3,Meena Das,Sourav Roy
2022,February,BGSW,Consulting,Standard,Microsoft,Workpacket,West,Consulting,3,Bangalore,Internal,3153.62,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Services,Standard,Wipro,Maintenance,North,Services,10,Hyderabad,Internal,3441.05,Priya Singh,Manoj Verma
2021,June,BGSW,Services,Standard,BBG,Upgrade,South,Services,9,Delhi,External,3658.41,Anil Kumar,Ravi Shankar
2023,June,BGSW,Services,Standard,BBG,Support,North,Support,10,Chennai,Internal,2384.72,Priya Singh,Manoj Verma
2023,June,BGSW,Services,Standard,Microsoft,Support,South,Software,4,Chennai,Internal,4000.82,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Standard,Amazon,Support,North,Software,4,Kolkata,External,1987.72,Priya Singh,Manoj Verma
2021,June,BGSW,Services,Premium,TCS,Upgrade,South,Consulting,2,Chennai,Internal,3756.04,Anil Kumar,Ravi Shankar
2022,June,BGSW,Consulting,Standard,Google,Maintenance,South,Software,1,Hyderabad,Internal,4433.63,Anil Kumar,Ravi Shankar
2022,June,BGSW,Support,Standard,Wipro,Support,East,Services,1,Hyderabad,Internal,3485.1,Meena Das,Sourav Roy
2022,March,BGSW,Software,Basic,Google,Support,North,Support,6,Bangalore,Internal,2303.5,Priya Singh,Manoj Verma
2022,April,BGSW,Software,Standard,Wipro,Workpacket,West,Services,3,Kolkata,Internal,4917.06,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Software,Basic,Wipro,Upgrade,North,Consulting,10,Mumbai,External,3251.11,Priya Singh,Manoj Verma
2022,April,BGSW,Services,Standard,BBG,Support,North,Services,5,Kolkata,External,555.62,Priya Singh,Manoj Verma
2023,March,BGSW,Services,Standard,Wipro,Workpacket,North,Software,6,Kolkata,External,1168.95,Priya Singh,Manoj Verma
2021,June,BGSW,Consulting,Basic,TCS,Upgrade,South,Software,3,Hyderabad,External,1942.85,Anil Kumar,Ravi Shankar
2022,January,BGSW,Consulting,Basic,Wipro,Upgrade,East,Software,4,Hyderabad,External,2498.85,Meena Das,Sourav Roy
2021,April,BGSW,Software,Standard,Microsoft,Upgrade,West,Services,2,Mumbai,External,661.24,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Support,Basic,Infosys,Workpacket,South,Software,6,Delhi,Internal,4174.65,Anil Kumar,Ravi Shankar
2022,May,BGSW,Software,Basic,Wipro,Maintenance,West,Software,2,Hyderabad,Internal,509.89,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Basic,Microsoft,Support,East,Consulting,8,Bangalore,External,981.33,Meena Das,Sourav Roy
2021,January,BGSW,Software,Premium,BBG,Workpacket,North,Support,2,Mumbai,Internal,4669.82,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Standard,Microsoft,Support,South,Software,10,Mumbai,Internal,3613.18,Anil Kumar,Ravi Shankar
2023,February,BGSW,Services,Standard,Wipro,Maintenance,North,Software,7,Chennai,Internal,1731.18,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Premium,BBG,Maintenance,East,Support,9,Kolkata,Internal,1404.0,Meena Das,Sourav Roy
2023,March,BGSW,Consulting,Basic,Wipro,Workpacket,East,Support,2,Delhi,External,3122.63,Meena Das,Sourav Roy
2023,June,BGSW,Support,Standard,TCS,Support,West,Services,1,Mumbai,Internal,738.79,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Consulting,Standard,Wipro,Maintenance,South,Consulting,1,Kolkata,External,1418.0,Anil Kumar,Ravi Shankar
2022,April,BGSW,Services,Basic,TCS,Workpacket,South,Software,4,Chennai,External,3618.21,Anil Kumar,Ravi Shankar
2022,April,BGSW,Software,Basic,Google,Support,South,Services,5,Bangalore,External,4234.93,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Basic,Amazon,Maintenance,East,Software,3,Kolkata,Internal,1341.39,Meena Das,Sourav Roy
2023,May,BGSW,Services,Standard,Microsoft,Upgrade,North,Support,9,Delhi,Internal,1224.18,Priya Singh,Manoj Verma
2021,March,BGSW,Software,Basic,Amazon,Support,East,Consulting,6,Chennai,Internal,3981.47,Meena Das,Sourav Roy
2022,May,BGSW,Support,Premium,TCS,Maintenance,East,Consulting,3,Chennai,Internal,4038.16,Meena Das,Sourav Roy
2022,May,BGSW,Software,Premium,Google,Workpacket,North,Consulting,6,Delhi,External,1821.08,Priya Singh,Manoj Verma
2023,June,BGSW,Services,Premium,Wipro,Maintenance,West,Software,4,Kolkata,Internal,4815.04,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Software,Standard,Infosys,Maintenance,East,Services,9,Delhi,External,2690.62,Meena Das,Sourav Roy
2023,February,BGSW,Support,Basic,Microsoft,Support,East,Consulting,9,Chennai,Internal,3321.2,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Basic,BBG,Support,North,Consulting,9,Kolkata,External,3409.53,Priya Singh,Manoj Verma
2023,June,BGSW,Consulting,Premium,BBG,Maintenance,South,Services,2,Hyderabad,Internal,1300.96,Anil Kumar,Ravi Shankar
2023,January,BGSW,Consulting,Standard,BBG,Upgrade,East,Software,7,Mumbai,External,576.01,Meena Das,Sourav Roy
2023,January,BGSW,Services,Basic,Infosys,Support,South,Services,6,Chennai,Internal,1804.26,Anil Kumar,Ravi Shankar
2023,January,BGSW,Support,Standard,BBG,Upgrade,East,Services,8,Bangalore,Internal,1113.72,Meena Das,Sourav Roy
2023,March,BGSW,Consulting,Standard,Wipro,Maintenance,West,Services,9,Chennai,Internal,1054.56,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Software,Basic,Infosys,Support,South,Support,4,Kolkata,External,1452.82,Anil Kumar,Ravi Shankar
2021,February,BGSW,Consulting,Basic,TCS,Maintenance,North,Consulting,2,Bangalore,Internal,4331.24,Priya Singh,Manoj Verma
2023,May,BGSW,Services,Standard,Wipro,Support,West,Support,2,Bangalore,External,4781.93,Vikram Joshi,Neha Kapoor
2021,June,BGSW,Consulting,Premium,Google,Support,East,Consulting,6,Mumbai,External,1977.56,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Basic,Infosys,Maintenance,East,Support,7,Bangalore,Internal,1909.47,Meena Das,Sourav Roy
2023,June,BGSW,Software,Standard,TCS,Maintenance,North,Consulting,6,Mumbai,External,2504.11,Priya Singh,Manoj Verma
2022,May,BGSW,Services,Premium,Wipro,Support,East,Support,3,Chennai,Internal,1684.56,Meena Das,Sourav Roy
2023,January,BGSW,Services,Basic,Wipro,Support,South,Software,10,Bangalore,Internal,2982.17,Anil Kumar,Ravi Shankar
2023,February,BGSW,Support,Standard,Amazon,Maintenance,West,Consulting,8,Chennai,Internal,2285.53,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Consulting,Basic,Amazon,Upgrade,South,Consulting,3,Chennai,Internal,3811.64,Anil Kumar,Ravi Shankar
2022,January,BGSW,Consulting,Standard,Amazon,Support,West,Support,6,Bangalore,Internal,3508.64,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Software,Premium,Microsoft,Maintenance,East,Services,9,Kolkata,External,4256.93,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Standard,Wipro,Upgrade,East,Support,10,Kolkata,Internal,2824.98,Meena Das,Sourav Roy
2021,May,BGSW,Software,Standard,TCS,Maintenance,West,Software,8,Chennai,Internal,2758.27,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Consulting,Premium,Infosys,Maintenance,North,Consulting,3,Bangalore,Internal,2130.0,Priya Singh,Manoj Verma
2023,February,BGSW,Software,Standard,Wipro,Support,South,Software,8,Mumbai,Internal,3158.56,Anil Kumar,Ravi Shankar
2021,February,BGSW,Services,Premium,Infosys,Workpacket,West,Consulting,9,Hyderabad,Internal,751.6,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Software,Basic,Infosys,Support,East,Support,2,Bangalore,External,3229.37,Meena Das,Sourav Roy
2022,February,BGSW,Consulting,Standard,Infosys,Workpacket,West,Consulting,10,Kolkata,External,1254.75,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Services,Premium,BBG,Upgrade,East,Consulting,2,Hyderabad,Internal,2852.2,Meena Das,Sourav Roy
2021,May,BGSW,Services,Premium,BBG,Support,West,Services,2,Mumbai,Internal,4558.93,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Software,Basic,BBG,Maintenance,South,Services,9,Mumbai,Internal,4722.9,Anil Kumar,Ravi Shankar
2022,March,BGSW,Services,Standard,Amazon,Maintenance,West,Software,4,Hyderabad,External,3192.32,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Services,Basic,Wipro,Support,West,Services,9,Hyderabad,External,3445.46,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Services,Premium,BBG,Maintenance,East,Support,9,Mumbai,External,3253.46,Meena Das,Sourav Roy
2021,April,BGSW,Software,Premium,Google,Upgrade,West,Support,5,Chennai,External,3983.88,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Basic,Amazon,Upgrade,West,Consulting,2,Bangalore,External,4037.37,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Services,Premium,TCS,Workpacket,South,Software,10,Mumbai,Internal,788.36,Anil Kumar,Ravi Shankar
2022,January,BGSW,Services,Basic,BBG,Upgrade,North,Support,10,Hyderabad,Internal,3381.31,Priya Singh,Manoj Verma
2021,February,BGSW,Support,Premium,Microsoft,Workpacket,West,Consulting,1,Delhi,Internal,3447.59,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Software,Standard,Wipro,Upgrade,North,Software,10,Bangalore,Internal,3816.16,Priya Singh,Manoj Verma
2021,May,BGSW,Support,Basic,TCS,Maintenance,South,Support,5,Bangalore,Internal,2546.42,Anil Kumar,Ravi Shankar
2023,January,BGSW,Support,Premium,BBG,Support,West,Services,9,Delhi,External,4761.57,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Support,Basic,BBG,Upgrade,East,Software,4,Delhi,External,3567.18,Meena Das,Sourav Roy
2022,January,BGSW,Support,Premium,BBG,Workpacket,South,Consulting,6,Mumbai,External,2824.27,Anil Kumar,Ravi Shankar
2023,March,BGSW,Consulting,Standard,Microsoft,Upgrade,South,Support,2,Chennai,Internal,2644.5,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Premium,Wipro,Workpacket,East,Software,4,Bangalore,Internal,4427.34,Meena Das,Sourav Roy
2021,February,BGSW,Consulting,Basic,Google,Workpacket,North,Services,2,Hyderabad,External,3262.22,Priya Singh,Manoj Verma
2022,March,BGSW,Support,Standard,Infosys,Maintenance,South,Software,3,Chennai,External,2290.46,Anil Kumar,Ravi Shankar
2021,May,BGSW,Software,Standard,Infosys,Support,North,Support,7,Kolkata,Internal,2557.38,Priya Singh,Manoj Verma
2023,May,BGSW,Software,Standard,Wipro,Support,South,Services,4,Mumbai,Internal,1964.46,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Premium,Google,Upgrade,East,Support,6,Bangalore,External,2407.74,Meena Das,Sourav Roy
2023,March,BGSW,Support,Standard,Google,Upgrade,West,Consulting,10,Bangalore,Internal,4163.86,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Software,Standard,Amazon,Workpacket,East,Consulting,8,Hyderabad,Internal,2396.84,Meena Das,Sourav Roy
2023,May,BGSW,Support,Standard,Google,Maintenance,North,Services,7,Hyderabad,Internal,770.16,Priya Singh,Manoj Verma
2022,June,BGSW,Services,Standard,Wipro,Maintenance,East,Support,6,Delhi,External,2048.63,Meena Das,Sourav Roy
2021,March,BGSW,Consulting,Basic,Infosys,Workpacket,West,Support,6,Delhi,External,3986.35,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Support,Standard,Wipro,Workpacket,West,Consulting,6,Mumbai,External,4320.05,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Support,Premium,Google,Maintenance,South,Support,5,Chennai,External,1720.62,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Standard,Amazon,Workpacket,West,Services,3,Kolkata,Internal,3479.1,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Software,Premium,Microsoft,Support,South,Software,9,Hyderabad,Internal,3969.2,Anil Kumar,Ravi Shankar
